Jahr,Monat,Mitarbeiter_ID,Name,Geschlecht,Einstellungsdatum,Austrittsdatum,Position,Education Level,Alter,Geburtsdatum,Gehaltsgruppe,Grundausbildung,Interne Weiterbildungen,Planstelle,Zeit bis zur Rente,Verheiratet,Kinder,Urlaubstage_genommen,Überstunden,Fehlzeiten_Krankheitstage,Abwesenheitsgrund,Jährliche Leistungsbewertung,Standort,Wechselbereitschaft,Fortbildungskosten,Anzahl Untergebene,Job Role Progression,Gehalt,Workplace Flexibility,Team Size,Coaching,Job Level,Arbeitszeitmodell,Zufriedenheit,Tenure,Fluktuation,Fluktuationswahrscheinlichkeit
2024,12,53668,Tony Ramsey,Männlich,2006-12-16,Kein Austritt,Unterabteilungsleiter,Masterabschluss,41,1983-02-02,E10,Ja,0,Ja,26,Nein,Ja,1,54,15,Krankheit,4,Büro,0.35,0,3,8,84304.97479278083,9,25,Nein,4,Teilzeit,8.146952593516158,18,0,3.57707095514177e-05
2024,12,53369,Sherri Baker,Männlich,1994-03-27,Kein Austritt,Fachkraft,Masterabschluss,56,1968-07-17,E6,Ja,2,Nein,11,Nein,Ja,0,12,5,Elternzeit,5,Büro,0.79,4499,0,Beförderung,55951.40741143092,4,18,Ja,Seniorlevel,Homeoffice,10.0,30,0,3.557629356879395e-05
2024,12,87607,Jodi Roach,Weiblich,1988-01-11,Kein Austritt,Fachkraft,Doktorrand,62,1962-05-19,E6,Ja,3,Nein,5,Ja,Ja,1,16,5,Elternzeit,4,Büro,0.52,0,0,Seitlicher Wechsel,59862.74501223133,3,22,Nein,Mittellevel,Vollzeit,10.0,36,0,3.52825164852313e-05
2024,12,43719,Michael Savage,Weiblich,2005-10-08,Kein Austritt,Fachkraft,Doktorrand,47,1977-05-16,E6,Ja,1,Nein,20,Nein,Ja,2,19,0,keine,3,Bund,0.5,0,0,9,62628.24752460947,4,21,Nein,1,Homeoffice,10.0,19,0,3.5195182711770793e-05
2024,12,14805,Emily Rodgers,Männlich,2005-04-11,Kein Austritt,Fachkraft,Bachelorabschluss,52,1972-01-22,E6,Ja,2,Ja,15,Nein,Ja,0,19,12,Elternzeit,1,Landeszentrale,0.68,0,0,5,55293.047491493344,9,10,Ja,3,Homeoffice,5.175118609305745,19,0,3.51296432355631e-05
2024,12,22735,Donald Wright,Männlich,1992-04-07,Kein Austritt,Bürokraft,Bachelorabschluss,54,1970-07-17,E5,Ja,0,Nein,13,Ja,Ja,0,13,0,keine,1,Büro,0.37,0,0,Beförderung,66305.14688366209,9,22,Ja,Seniorlevel,Vollzeit,9.985534037694434,32,0,3.5117338515256946e-05
2024,12,47614,Maria Rodriguez,Weiblich,1997-09-06,Kein Austritt,Abteilungsleiter,Doktorrand,59,1965-10-28,E12,Ja,0,Nein,8,Nein,Ja,0,35,14,Elternzeit,5,Bund,0.05,2743,2,5,83610.19362325518,7,5,Nein,2,Homeoffice,7.0106201052112604,27,0,3.495296576019349e-05
2024,12,21003,Jeffrey Johnson,Weiblich,1990-08-18,Kein Austritt,Fachkraft,Masterabschluss,60,1964-03-01,E6,Ja,0,Ja,7,Ja,Ja,2,14,5,Sabbatical,3,Landeszentrale,0.58,3790,0,Keine Veränderung,48796.7400332141,7,25,Ja,Executivelevel,Vollzeit,10.0,34,0,3.4895161559516034e-05
2024,12,42182,Amy Gordon,Männlich,2003-10-23,Kein Austritt,Unterabteilungsleiter,Doktorrand,54,1970-08-24,E10,Ja,1,Ja,13,Ja,Ja,2,35,7,Krankheit,2,Büro,0.04,0,3,0,107286.05948787964,1,19,Nein,4,Vollzeit,8.22263430869207,21,0,3.415374356178556e-05
2024,12,96832,Mr. Matthew Sanchez,Männlich,2005-07-10,Kein Austritt,Fachkraft,Doktorrand,44,1980-03-28,E6,Ja,3,Nein,23,Nein,Ja,1,24,0,keine,1,Landeszentrale,0.82,3709,0,6,58160.40467147168,8,25,Ja,2,Vollzeit,10.0,19,0,3.410197105424728e-05
2024,12,40759,Eric Fitzgerald,Männlich,2007-09-24,Kein Austritt,Unterabteilungsleiter,Masterabschluss,39,1985-05-11,E10,Ja,3,Nein,28,Ja,Ja,1,29,10,Elternzeit,1,Landeszentrale,0.3,2602,3,8,79139.12405976903,8,13,Ja,3,Teilzeit,6.038070105211261,17,0,3.406685636615715e-05
2024,12,34539,Becky Shepherd,Weiblich,1997-04-25,Kein Austritt,Fachkraft,Masterabschluss,57,1967-01-22,E6,Ja,4,Nein,10,Ja,Ja,1,19,15,Krankheit,3,Bund,0.88,0,0,1,46107.05565367981,5,17,Ja,2,Teilzeit,9.467210078509902,27,0,3.395878781653948e-05
2024,12,51745,Nancy Kelley,Männlich,2006-09-04,Kein Austritt,Leitung Büro,Bachelorabschluss,42,1982-09-28,E8,Ja,1,Nein,25,Nein,Ja,2,31,5,keine,3,Landeszentrale,0.08,4069,0,8,102062.37506237952,8,13,Nein,3,Homeoffice,10.0,18,0,3.3790909233437415e-05
2024,12,58368,Patrick Moore,Männlich,1994-06-05,Kein Austritt,Bürokraft,Doktorrand,55,1969-04-07,E5,Ja,0,Ja,12,Nein,Ja,0,12,0,keine,2,Büro,0.33,3645,0,Beförderung,59133.37042828896,6,22,Nein,Seniorlevel,Vollzeit,10.0,30,0,3.350867334524218e-05
2024,12,54092,Joshua Reed,Männlich,1989-06-19,Kein Austritt,Bürokraft,Doktorrand,59,1965-08-26,E5,Ja,1,Nein,8,Ja,Ja,2,11,15,Elternzeit,4,Büro,0.89,3697,0,Verlassen und Wiedereinstieg,47502.47692983189,10,7,Ja,Executivelevel,Teilzeit,10.0,35,0,3.335373668167059e-05
2024,12,71071,Brooke Ramirez,Männlich,2000-03-21,Kein Austritt,Fachkraft,Doktorrand,50,1974-06-14,E6,Ja,2,Nein,17,Ja,Ja,0,7,8,Krankheit,5,Büro,0.1,210,0,6,44897.166250622024,5,7,Nein,2,Vollzeit,6.0716862333832555,24,0,3.317981684013668e-05
2024,12,20093,Brett Gonzalez,Männlich,2007-01-03,Kein Austritt,Unterabteilungsleiter,Masterabschluss,40,1984-03-23,E10,Ja,1,Ja,27,Nein,Ja,2,37,5,Krankheit,5,Bund,0.79,0,3,5,96832.64027784874,1,24,Nein,3,Vollzeit,10.0,17,0,3.3020565107198895e-05
2024,12,61064,Scott Ayers,Männlich,2008-08-05,Kein Austritt,Leitung Landeszentrale,Bachelorabschluss,42,1982-07-04,E10,Ja,0,Ja,25,Ja,Ja,2,29,5,Krankheit,1,Büro,0.94,3908,1,0,78203.60349230218,2,23,Nein,2,Homeoffice,10.0,16,0,3.2875355452318606e-05
2024,12,44737,David Davis,Männlich,1996-05-02,Kein Austritt,Bürokraft,Masterabschluss,57,1967-10-27,E5,Ja,0,Ja,10,Ja,Ja,1,18,5,Krankheit,3,Büro,0.91,0,0,Keine Veränderung,58062.620514853465,8,11,Ja,Seniorlevel,Homeoffice,10.0,28,0,3.282401039936637e-05
2024,12,21640,Catherine Price,Weiblich,1992-09-02,Kein Austritt,Leitung Landeszentrale,Berufsausbildung,57,1967-11-17,E10,Ja,2,Nein,10,Nein,Ja,0,28,15,Elternzeit,5,Bund,1.0,0,1,4,86476.80145704185,3,22,Nein,1,Teilzeit,10.0,32,0,3.26162892000248e-05
2024,12,22920,Jason Jones,Weiblich,2006-05-11,Kein Austritt,Leitung Büro,Doktorrand,49,1975-01-14,E8,Ja,3,Nein,18,Nein,Ja,2,27,15,Elternzeit,5,Büro,0.85,0,0,6,78302.04429770743,1,23,Nein,4,Homeoffice,10.0,18,0,3.2433670604427375e-05
2024,12,53515,Michael Evans,Weiblich,1992-04-05,Kein Austritt,Leitung Büro,Berufsausbildung,56,1968-05-12,E8,Ja,5,Nein,11,Ja,Ja,0,24,10,Elternzeit,1,Büro,0.45,0,0,Beförderung,116210.4212822956,4,16,Ja,Mittellevel,Vollzeit,10.0,32,0,3.236329147362327e-05
2024,12,32296,Leslie Greer DVM,Männlich,2005-09-01,Kein Austritt,Leitung Landeszentrale,Berufsausbildung,45,1979-02-19,E10,Ja,0,Ja,22,Nein,Ja,1,27,12,Krankheit,1,Büro,0.57,0,1,3,70295.5257822909,3,15,Ja,1,Homeoffice,6.358495603264598,19,0,3.2309730176579646e-05
2024,12,38906,Laura Hernandez,Männlich,1990-06-25,Kein Austritt,Bürokraft,Berufsausbildung,59,1965-07-22,E5,Ja,5,Nein,8,Ja,Ja,0,14,2,Krankheit,4,Büro,0.82,205,0,Seitlicher Wechsel,67371.13634093179,0,5,Nein,Mittellevel,Teilzeit,10.0,34,0,3.1993893166415594e-05
2024,12,62757,Erica Alvarez,Weiblich,2005-12-25,Kein Austritt,Bürokraft,Doktorrand,41,1983-01-02,E5,Ja,3,Nein,26,Nein,Ja,0,13,4,Krankheit,3,Büro,0.8,953,0,Beförderung,53891.16686248736,3,14,Nein,Executivelevel,Teilzeit,6.387694917380882,19,0,3.192477658197041e-05
2024,12,71680,Bryan Moore,Männlich,2016-06-26,Kein Austritt,Fachkraft,Doktorrand,33,1991-01-11,E6,Ja,1,Nein,34,Nein,Ja,1,19,0,keine,3,Büro,0.04,1352,0,2,49277.56425280046,9,11,Nein,4,Vollzeit,10.0,8,0,3.189494925382786e-05
2024,12,51408,Brittany Farley,Weiblich,1997-01-27,Kein Austritt,Leitung Büro,Masterabschluss,56,1968-08-05,E8,Ja,0,Ja,11,Nein,Ja,2,26,10,Elternzeit,1,Büro,0.19,0,0,0,91720.55131906144,0,18,Ja,2,Homeoffice,10.0,27,0,3.180923719301492e-05
2024,12,79745,David Martin,Weiblich,2011-04-08,Kein Austritt,Abteilungsleiter,Doktorrand,50,1974-11-14,E12,Ja,4,Ja,17,Ja,Ja,2,39,7,Krankheit,1,Landeszentrale,0.17,2551,2,9,74412.60094763027,5,16,Nein,2,Vollzeit,7.967542521073892,13,0,3.173601191313354e-05
2024,12,12336,Bryan Smith,Männlich,2005-12-22,Kein Austritt,Unterabteilungsleiter,Bachelorabschluss,47,1977-04-21,E10,Ja,3,Nein,20,Nein,Ja,1,46,2,Elternzeit,2,Büro,0.39,4474,3,3,94316.11400956122,2,17,Nein,4,Teilzeit,10.0,19,0,3.172755912457072e-05
2024,12,60243,Alison Perez,Männlich,2000-06-27,Kein Austritt,Fachkraft,Berufsausbildung,53,1971-10-06,E6,Ja,3,Ja,14,Nein,Ja,1,13,10,Elternzeit,2,Landeszentrale,0.72,4560,0,7,51427.3635711978,2,8,Ja,3,Vollzeit,5.608250145193766,24,0,3.16907115669281e-05
2024,12,57946,Kyle Mccarthy,Männlich,2014-04-26,Kein Austritt,Fachkraft,Doktorrand,28,1996-10-24,E6,Ja,0,Ja,39,Nein,Ja,1,10,0,keine,1,Büro,0.58,152,0,9,42503.26495169668,9,15,Nein,1,Homeoffice,10.0,10,0,3.165987469615293e-05
2024,12,93594,Amy Morse,Weiblich,2002-11-26,Kein Austritt,Bürokraft,Masterabschluss,54,1970-11-09,E5,Ja,2,Nein,13,Nein,Ja,0,23,0,keine,5,Landeszentrale,0.84,150,0,5,56090.436704483065,9,12,Nein,2,Teilzeit,8.059087082156505,22,0,3.158124864645071e-05
2024,12,65069,Brian Fitzgerald,Männlich,1994-02-24,Kein Austritt,Fachkraft,Bachelorabschluss,55,1969-03-07,E6,Ja,5,Ja,12,Ja,Ja,2,15,5,Krankheit,2,Büro,0.25,3479,0,Keine Veränderung,57543.79985688749,8,11,Nein,Einstiegslevel,Homeoffice,6.957593934419069,30,0,3.156707000643776e-05
2024,12,88154,Stacey Jones,Männlich,1999-12-21,Kein Austritt,Leitung Landeszentrale,Masterabschluss,50,1974-05-15,E10,Ja,0,Nein,17,Nein,Ja,2,29,5,Sabbatical,1,Büro,0.24,1495,1,0,107460.6927882143,1,23,Ja,2,Vollzeit,10.0,25,0,3.147358580695564e-05
2024,12,24802,Jill Anderson,Männlich,2014-04-07,Kein Austritt,Leitung Büro,Doktorrand,37,1987-06-18,E8,Ja,1,Nein,30,Ja,Ja,2,24,2,Krankheit,2,Landeszentrale,0.33,2830,0,5,83471.14344261466,4,6,Ja,4,Teilzeit,10.0,10,0,3.137406440898355e-05
2024,12,19473,Jeanette Brown,Männlich,2010-01-18,Kein Austritt,Fachkraft,Doktorrand,32,1992-11-07,E6,Ja,5,Nein,35,Ja,Ja,0,18,2,Krankheit,1,Büro,0.88,0,0,4,66623.00449904524,1,13,Nein,2,Homeoffice,8.154593816699695,14,0,3.1356954559184656e-05
2024,12,21807,Kimberly Hunter,Männlich,2012-03-11,Kein Austritt,Abteilungsleiter,Berufsausbildung,33,1991-09-18,E12,Ja,0,Nein,34,Ja,Ja,2,36,3,Elternzeit,1,Büro,0.31,0,2,0,88533.68705532525,10,19,Nein,2,Teilzeit,8.582867577227713,12,0,3.132336184422534e-05
2024,12,81582,Anthony Gonzales,Männlich,1999-03-02,Kein Austritt,Fachkraft,Bachelorabschluss,49,1975-05-14,E6,Ja,0,Ja,18,Ja,Ja,0,24,0,keine,2,Landeszentrale,0.48,0,0,Keine Veränderung,59113.4960625141,3,21,Nein,Mittellevel,Vollzeit,10.0,25,0,3.115560792784907e-05
2024,12,90213,Bethany Harding,Männlich,2012-10-14,Kein Austritt,Bürokraft,Berufsausbildung,31,1993-08-06,E5,Ja,2,Ja,36,Nein,Ja,1,18,1,Elternzeit,1,Büro,0.35,0,0,5,61863.73650466097,5,7,Nein,4,Teilzeit,7.3023956032646,12,0,3.1015806006944496e-05
2024,12,33363,Brittany Davis,Weiblich,2005-12-22,Kein Austritt,Leitung Büro,Berufsausbildung,46,1978-01-06,E8,Ja,2,Nein,21,Ja,Ja,0,21,5,Krankheit,1,Büro,0.49,1189,0,6,79070.48006448282,3,8,Ja,1,Homeoffice,9.564724180496098,19,0,3.0762793205126074e-05
2024,12,56744,Paul Nguyen,Weiblich,1999-12-28,Kein Austritt,Fachkraft,Bachelorabschluss,51,1973-01-10,E6,Ja,2,Nein,16,Nein,Ja,1,25,2,Sabbatical,3,Landeszentrale,0.77,0,0,4,61703.23944630979,9,18,Ja,3,Vollzeit,8.226461235809545,25,0,3.075218850293712e-05
2024,12,40027,Jennifer Herrera,Männlich,2012-08-18,Kein Austritt,Bürokraft,Berufsausbildung,37,1987-07-08,E5,Ja,1,Ja,30,Ja,Ja,1,11,0,keine,3,Landeszentrale,0.07,1332,0,5,53301.5049233947,7,19,Nein,4,Homeoffice,10.0,12,0,3.073661456272008e-05
2024,12,71768,Mark Hughes,Weiblich,2006-09-07,Kein Austritt,Leitung Landeszentrale,Masterabschluss,57,1967-09-28,E10,Ja,5,Nein,10,Nein,Ja,1,38,15,Krankheit,2,Büro,0.18,0,1,9,102662.79695767626,7,10,Ja,4,Vollzeit,6.040700821414631,18,0,3.071342733754867e-05
2024,12,12934,Christopher Harrison,Männlich,2000-07-28,Kein Austritt,Fachkraft,Doktorrand,49,1975-10-26,E6,Ja,1,Ja,18,Ja,Ja,1,19,0,keine,1,Bund,0.08,0,0,4,52536.86591292789,9,18,Nein,4,Teilzeit,10.0,24,0,3.062174857410521e-05
2024,12,38821,Lori Simmons,Männlich,2006-12-08,Kein Austritt,Leitung Landeszentrale,Doktorrand,55,1969-11-08,E10,Ja,0,Ja,12,Nein,Ja,0,24,5,Sabbatical,1,Büro,0.91,357,1,5,93372.70062173335,6,13,Nein,2,Homeoffice,10.0,18,0,3.0544083966212825e-05
2024,12,93519,Clayton Curry,Männlich,2015-04-23,Kein Austritt,Bürokraft,Doktorrand,31,1993-03-16,E5,Ja,2,Ja,36,Nein,Ja,1,17,0,keine,4,Landeszentrale,0.12,0,0,5,52467.94943300276,0,12,Nein,3,Vollzeit,10.0,9,0,3.047994588178243e-05
2024,12,14037,Robert Baker,Männlich,2006-09-02,Kein Austritt,Unterabteilungsleiter,Berufsausbildung,42,1982-02-21,E10,Ja,0,Nein,25,Ja,Ja,1,39,4,Sabbatical,3,Landeszentrale,0.58,4464,3,7,81452.15904064577,4,7,Ja,4,Teilzeit,8.003245603264599,18,0,3.0051613590733545e-05
2024,12,72948,Haley Jackson,Weiblich,1996-02-28,Kein Austritt,Unterabteilungsleiter,Bachelorabschluss,58,1966-01-15,E10,Ja,1,Nein,9,Nein,Ja,1,44,10,Elternzeit,3,Büro,0.11,0,3,2,70328.45967050374,10,17,Ja,1,Homeoffice,10.0,28,0,3.0047195076805013e-05
2024,12,75423,Gregory Golden,Männlich,2002-04-14,Kein Austritt,Fachkraft,Bachelorabschluss,42,1982-05-20,E6,Ja,0,Ja,25,Ja,Ja,0,18,3,Elternzeit,1,Büro,0.3,4264,0,9,61989.36267746557,7,12,Nein,2,Vollzeit,7.810994072303716,22,0,3.0034653475510948e-05
2024,12,68944,Jenny Cox,Weiblich,2004-12-21,Kein Austritt,Leitung Landeszentrale,Berufsausbildung,50,1974-08-04,E10,Ja,0,Nein,17,Ja,Ja,0,19,15,Krankheit,5,Bund,0.36,1274,1,0,107323.48920158728,6,23,Ja,4,Vollzeit,5.6647025935161555,20,0,2.9753175162902867e-05
2024,12,99436,Kenneth Howell,Weiblich,2000-05-10,Kein Austritt,Unterabteilungsleiter,Doktorrand,47,1977-06-19,E10,Ja,3,Ja,20,Ja,Ja,0,44,4,Krankheit,1,Büro,0.48,3395,3,0,73169.62034948525,3,17,Ja,3,Teilzeit,8.198180753777397,24,0,2.9572470344356067e-05
2024,12,35794,Lauren Green,Weiblich,2002-03-24,Kein Austritt,Abteilungsleiter,Masterabschluss,57,1967-04-17,E12,Ja,0,Ja,10,Ja,Ja,2,29,7,Sabbatical,1,Büro,0.38,0,2,0,92484.4255388148,4,14,Nein,1,Teilzeit,10.0,22,0,2.9568728440878657e-05
2024,12,47700,Madison Poole,Weiblich,1988-09-15,Kein Austritt,Bürokraft,Doktorrand,60,1964-06-28,E5,Ja,2,Nein,7,Ja,Ja,2,9,12,Elternzeit,5,Büro,0.45,2032,0,Keine Veränderung,45647.25409995907,3,12,Nein,Executivelevel,Homeoffice,6.120195259823735,36,0,2.920023796052691e-05
2024,12,21345,Stephen Anderson,Männlich,1999-09-05,Kein Austritt,Abteilungsleiter,Masterabschluss,56,1968-05-28,E12,Ja,4,Nein,11,Ja,Ja,2,40,10,Krankheit,2,Büro,0.92,0,2,4,104792.34142135792,7,13,Nein,1,Vollzeit,10.0,25,0,2.9153268659023373e-05
2024,12,17672,Daniel Campbell,Weiblich,2002-06-02,Kein Austritt,Leitung Büro,Masterabschluss,47,1977-08-18,E8,Ja,3,Ja,20,Nein,Ja,1,25,5,Sabbatical,1,Bund,0.86,0,0,10,82582.79932763633,6,15,Nein,4,Vollzeit,10.0,22,0,2.8970364986092855e-05
2024,12,98696,Melanie Drake,Männlich,2005-08-14,Kein Austritt,Leitung Büro,Doktorrand,54,1970-01-05,E8,Ja,3,Nein,13,Ja,Ja,1,29,7,Elternzeit,2,Büro,0.97,0,0,1,81339.84767822445,4,15,Nein,4,Homeoffice,8.083583851539107,19,0,2.8944527738911012e-05
2024,12,82340,Elizabeth Kelley,Männlich,1990-12-27,Kein Austritt,Bürokraft,Berufsausbildung,59,1965-11-16,E5,Ja,1,Nein,8,Ja,Ja,2,12,8,Elternzeit,1,Büro,0.89,0,0,Verlassen und Wiedereinstieg,67457.51245570416,1,15,Ja,Mittellevel,Teilzeit,6.5309841784542115,34,0,2.8869811197217726e-05
2024,12,40609,Leah Lee,Männlich,2005-05-26,Kein Austritt,Leitung Büro,Doktorrand,49,1975-08-13,E8,Ja,0,Ja,18,Ja,Ja,2,34,8,Krankheit,2,Büro,0.93,0,0,10,111067.07681917326,1,12,Ja,2,Homeoffice,7.934816730880749,19,0,2.8811219220061804e-05
2024,12,13041,Heather Williams,Männlich,1994-12-09,Kein Austritt,Unterabteilungsleiter,Doktorrand,58,1966-03-02,E10,Ja,4,Ja,9,Nein,Ja,0,38,10,Elternzeit,3,Büro,0.2,3000,3,10,68272.50053545093,5,15,Nein,3,Homeoffice,10.0,30,0,2.8685439987161756e-05
2024,12,94565,Donald Smith,Weiblich,2012-05-17,Kein Austritt,Fachkraft,Masterabschluss,42,1982-07-03,E6,Ja,3,Ja,25,Ja,Ja,1,21,1,Krankheit,2,Landeszentrale,0.23,0,0,4,53010.49635119154,5,20,Ja,3,Vollzeit,8.741668609305744,12,0,2.8489864946716444e-05
2024,12,60718,Katherine Miller,Weiblich,2008-03-14,Kein Austritt,Unterabteilungsleiter,Bachelorabschluss,42,1982-01-15,E10,Ja,2,Nein,25,Nein,Ja,0,39,5,Sabbatical,1,Büro,0.65,218,3,3,116433.330909412,3,22,Ja,4,Homeoffice,10.0,16,0,2.848342274937391e-05
2024,12,82438,Cynthia Stanley,Männlich,2008-09-10,Kein Austritt,Bürokraft,Doktorrand,39,1985-02-15,E5,Ja,4,Ja,28,Nein,Ja,2,18,0,keine,2,Büro,0.57,0,0,10,53409.888292040814,5,21,Nein,4,Vollzeit,10.0,16,0,2.8425099546559218e-05
2024,12,12285,Melissa Thompson,Männlich,2007-01-03,Kein Austritt,Bürokraft,Doktorrand,42,1982-03-26,E5,Ja,4,Nein,25,Nein,Ja,1,22,2,Krankheit,3,Büro,0.81,0,0,3,56801.213345624805,3,25,Nein,4,Homeoffice,8.131534647488705,17,0,2.832517850759619e-05
2024,12,37164,Sherry Franco,Männlich,1998-11-23,Kein Austritt,Abteilungsleiter,Berufsausbildung,56,1968-01-10,E12,Ja,1,Ja,11,Ja,Ja,2,29,10,Krankheit,3,Büro,0.5,0,2,3,81385.8033980369,1,20,Nein,3,Vollzeit,8.978452593516156,26,0,2.82872387415764e-05
2024,12,62336,Megan Green,Weiblich,2011-07-28,Kein Austritt,Fachkraft,Doktorrand,31,1993-02-28,E6,Ja,1,Ja,36,Nein,Ja,1,16,15,Elternzeit,5,Büro,0.1,1183,0,2,69631.24452302785,0,11,Ja,4,Homeoffice,9.884452787759956,13,0,2.823605897451734e-05
2024,12,82148,Debra Caldwell,Weiblich,2005-09-12,Kein Austritt,Unterabteilungsleiter,Berufsausbildung,52,1972-04-17,E10,Ja,4,Nein,15,Ja,Ja,0,36,5,Elternzeit,2,Büro,0.81,815,3,2,75564.80975630773,5,11,Nein,1,Vollzeit,10.0,19,0,2.8110254596718792e-05
2024,12,88087,Aaron Osborne,Männlich,2000-08-01,Kein Austritt,Abteilungsleiter,Masterabschluss,50,1973-12-20,E12,Ja,1,Nein,17,Ja,Ja,1,36,5,Sabbatical,2,Büro,0.43,4246,2,10,92750.89959767148,6,10,Ja,4,Vollzeit,10.0,24,0,2.8078845179486427e-05
2024,12,37659,Jose Travis,Männlich,1996-01-28,Kein Austritt,Leitung Büro,Berufsausbildung,57,1967-02-06,E8,Ja,5,Nein,10,Nein,Ja,2,26,10,Elternzeit,4,Büro,0.84,4064,0,Verlassen und Wiedereinstieg,84008.05953093269,5,18,Nein,Einstiegslevel,Homeoffice,10.0,28,0,2.768564765950469e-05
2024,12,66613,Pamela Hawkins,Weiblich,1997-01-23,Kein Austritt,Abteilungsleiter,Masterabschluss,62,1962-05-22,E12,Ja,5,Nein,5,Nein,Ja,0,38,10,Krankheit,4,Bund,0.73,0,2,8,109497.4340482906,7,11,Nein,2,Vollzeit,10.0,27,0,2.7606944967042173e-05
2024,12,59284,Miranda Hicks,Männlich,2010-07-02,Kein Austritt,Leitung Büro,Doktorrand,39,1985-05-23,E8,Ja,2,Nein,28,Ja,Ja,2,24,12,Krankheit,3,Büro,0.4,0,0,6,76639.76262389038,8,10,Nein,1,Teilzeit,5.545749828813279,14,0,2.755014547789937e-05
2024,12,43622,Mr. Scott Miller,Männlich,2003-03-14,Kein Austritt,Abteilungsleiter,Bachelorabschluss,51,1973-03-08,E12,Ja,4,Nein,16,Nein,Ja,2,40,5,Krankheit,4,Büro,0.02,971,2,9,119354.72376211728,6,13,Nein,4,Vollzeit,10.0,21,0,2.754746552035557e-05
2024,12,87754,Gabrielle Richardson,Weiblich,2001-08-07,Kein Austritt,Fachkraft,Berufsausbildung,56,1968-08-11,E6,Ja,0,Ja,11,Ja,Ja,2,18,5,Krankheit,4,Büro,0.34,4087,0,3,63796.52093266194,7,11,Ja,3,Vollzeit,10.0,23,0,2.7501850515896006e-05
2024,12,21747,Douglas Gonzalez,Weiblich,2011-10-01,Kein Austritt,Leitung Büro,Berufsausbildung,37,1986-12-11,E8,Ja,4,Ja,30,Ja,Ja,2,32,5,Krankheit,1,Landeszentrale,0.24,341,0,9,84098.79254138675,6,7,Ja,3,Vollzeit,10.0,13,0,2.7444069855084343e-05
2024,12,41963,Connie Brown,Weiblich,1990-07-03,Kein Austritt,Fachkraft,Doktorrand,60,1963-12-26,E6,Ja,4,Ja,7,Nein,Ja,0,25,2,Sabbatical,4,Bund,0.7,3542,0,Keine Veränderung,40530.32107329974,10,19,Nein,Executivelevel,Teilzeit,10.0,34,0,2.7443605763769276e-05
2024,12,47102,Brent Hernandez,Männlich,2010-01-05,Kein Austritt,Leitung Landeszentrale,Doktorrand,48,1976-09-26,E10,Ja,2,Ja,19,Ja,Ja,2,29,4,Elternzeit,1,Landeszentrale,0.17,0,1,5,74692.62270262933,10,18,Nein,1,Teilzeit,8.164684308692069,14,0,2.7257890522416496e-05
2024,12,12851,Raymond Curry,Weiblich,2011-11-01,Kein Austritt,Leitung Büro,Masterabschluss,38,1986-09-13,E8,Ja,0,Ja,29,Ja,Ja,1,16,5,Krankheit,5,Landeszentrale,0.36,3486,0,5,97855.07648798128,10,14,Nein,1,Homeoffice,10.0,13,0,2.7210961409929988e-05
2024,12,15326,Bradley Duncan,Männlich,2014-02-24,Kein Austritt,Unterabteilungsleiter,Doktorrand,47,1976-12-17,E10,Ja,2,Nein,20,Ja,Ja,0,45,7,Krankheit,5,Büro,0.26,3429,3,9,76358.07184828693,0,25,Nein,1,Homeoffice,8.20309570454441,10,0,2.7054692352012997e-05
2024,12,11658,Tracy Montoya,Männlich,1999-04-06,Kein Austritt,Fachkraft,Bachelorabschluss,50,1974-10-07,E6,Ja,1,Nein,17,Ja,Ja,1,7,7,Elternzeit,4,Landeszentrale,0.06,0,0,Keine Veränderung,45428.52369892402,0,16,Ja,Seniorlevel,Vollzeit,6.335195259823736,25,0,2.7026706671190588e-05
2024,12,81151,Gerald Vega,Weiblich,2004-06-12,Kein Austritt,Leitung Landeszentrale,Berufsausbildung,54,1969-12-02,E10,Ja,0,Nein,13,Ja,Ja,0,30,5,Krankheit,4,Büro,0.68,437,1,8,96664.75138481177,1,6,Ja,2,Homeoffice,10.0,20,0,2.699731308626381e-05
2024,12,52369,Elizabeth Hayes,Männlich,1999-10-07,Kein Austritt,Leitung Landeszentrale,Doktorrand,54,1970-06-06,E10,Ja,3,Nein,13,Nein,Ja,2,26,16,keine,2,Büro,0.25,2919,1,3,73410.38943685906,1,23,Ja,4,Vollzeit,9.645419422195642,25,0,2.6975924982013735e-05
2024,12,48105,Robert Mccoy,Männlich,2001-08-28,Kein Austritt,Unterabteilungsleiter,Berufsausbildung,56,1967-12-11,E10,Ja,3,Nein,11,Ja,Ja,2,36,12,Elternzeit,2,Büro,0.36,4938,3,10,112973.3458452582,9,21,Ja,2,Homeoffice,7.825544436235402,23,0,2.693406504011334e-05
2024,12,84496,Laura Nelson,Männlich,2007-08-12,Kein Austritt,Leitung Büro,Bachelorabschluss,49,1975-03-11,E8,Ja,1,Nein,18,Ja,Nein,2,36,5,Elternzeit,1,Büro,0.31,432,0,2,115377.29967112462,8,14,Nein,2,Homeoffice,10.0,17,0,2.689543174909258e-05
2024,12,23124,Tyler Murphy,Männlich,2002-12-07,Kein Austritt,Fachkraft,Berufsausbildung,54,1970-05-08,E6,Ja,1,Nein,13,Nein,Ja,0,31,15,Krankheit,4,Büro,0.85,2068,0,8,45004.51463797846,6,10,Ja,2,Homeoffice,5.770123841267055,22,0,2.6784666529828346e-05
