Year,Month,Employee_ID,Name,Gender,Hiring Date,Exit Date,Position,Education Level,Age,Birthdate,Salary Group,Basic Education,Internal Training,Planned Position,Time Until Retirement,Married,Children,Vacation Days Taken,Overtime,Absence Days,Absence Reason,Annual Performance Review,Location,Switching Readiness,Training Costs,Number of Subordinates,Job Role Progression,Salary,Workplace Flexibility,Team Size,Coaching,Job Level,Work Model,Satisfaction,Status,Tenure,Turnover,Churn Probability
2024,12,98362,Michele Ford,Male,2020-12-01,No Exit,Specialist,Bachelor Degree,44,1980-07-27,E6,Yes,2,No,23,No,Yes,0,16,0,none,3,Office,0.32,4092,0,6,67729.65256023486,9,21,Yes,4,Full-time,10.0,Active,4,0,0.0021997963015293236
2024,12,93512,Andrew Chavez,Male,2020-12-01,No Exit,Headquarters Manager,Bachelor Degree,41,1983-06-25,E10,Yes,4,No,26,Yes,Yes,1,32,0,Parental Leave,3,Office,0.87,0,1,2,78230.3680901086,6,23,No,4,Part-time,6.805275774002336,Active,4,0,0.0021997963015293236
2024,12,37629,Joel Perez,Male,2020-12-01,No Exit,Department Head,Master Degree,48,1976-02-15,E12,Yes,4,No,19,Yes,Yes,1,36,8,Illness,2,Federal,0.35,4481,2,9,100994.57890637856,2,13,Yes,2,Homeoffice,7.688167442210972,Active,4,0,0.0021997963015293236
2024,12,70434,Anthony Berg,Female,2020-12-01,No Exit,Office Manager,Doctoral Candidate,51,1973-01-18,E8,Yes,5,Yes,16,Yes,Yes,1,28,6,Illness,2,Headquarters,0.99,2260,0,2,121119.157949022,10,10,Yes,1,Full-time,8.967671449611565,Active,4,0,0.0021997963015293236
2024,12,69922,Joseph Hill,Female,2020-12-01,No Exit,Office Manager,Doctoral Candidate,60,1963-12-09,E8,Yes,2,No,7,No,Yes,1,23,18,Illness,1,Office,0.83,0,0,2,88511.9045570018,7,15,No,2,Homeoffice,5.827793543847765,Active,4,0,0.0021997963015293236
2024,12,98667,Cody Thompson,Male,2021-06-01,No Exit,Specialist,Bachelor Degree,45,1979-09-16,E6,Yes,2,No,22,No,Yes,2,28,15,Illness,2,Office,0.8,2407,0,0,44366.531046698394,9,16,No,3,Part-time,10.0,Active,3,0,0.0021997963015293236
2024,12,32055,Benjamin Jordan,Female,2021-09-01,No Exit,Office Manager,Master Degree,57,1967-02-13,E8,Yes,2,No,10,No,Yes,1,26,7,Illness,4,Office,0.94,2430,0,3,95504.16907444742,1,12,Yes,1,Part-time,10.0,Active,3,0,0.0021997963015293236
2024,12,41501,Victor Yates,Female,2021-06-01,No Exit,Department Head,Doctoral Candidate,41,1982-12-16,E12,Yes,3,Yes,26,Yes,Yes,0,35,0,,2,Office,0.85,3917,2,3,102137.50774755786,6,19,No,3,Homeoffice,5.830166941201836,Active,3,0,0.0021997963015293236
2024,12,17399,James Gallagher,Female,2021-06-01,No Exit,Headquarters Manager,Master Degree,41,1982-12-10,E10,Yes,3,No,26,No,Yes,0,31,17,Illness,5,Office,0.4,4700,1,7,104068.20817406314,1,15,Yes,1,Full-time,5.140888199308312,Active,3,0,0.0021997963015293236
2024,12,12244,Jeanette Garcia,Male,2021-06-01,No Exit,Department Head,Vocational Training,38,1986-11-21,E12,Yes,0,No,29,Yes,Yes,0,37,0,Parental Leave,1,Office,0.32,1943,2,3,85982.54371720116,5,8,Yes,4,Part-time,10.0,Active,3,0,0.0021997963015293236
2024,12,28060,William Gordon,Male,2021-06-01,No Exit,Department Head,Bachelor Degree,48,1976-05-12,E12,Yes,2,No,19,Yes,Yes,2,36,0,Parental Leave,3,Office,0.15,4753,2,0,94640.11855683423,5,12,Yes,2,Part-time,7.390775774002336,Active,3,0,0.0021997963015293236
2024,12,30746,Kim Holmes,Male,2021-06-01,No Exit,Office Clerk,Vocational Training,28,1996-03-21,E5,Yes,0,No,39,No,Yes,1,17,1,Illness,3,Office,0.44,0,0,10,88352.7006870073,2,15,No,4,Full-time,8.422836791388914,Active,3,0,0.0021997963015293236
2024,12,25662,Anthony Hodges,Male,2021-06-01,No Exit,Assistant Department Head,Vocational Training,57,1967-10-17,E10,Yes,1,Yes,10,No,Yes,0,42,0,Parental Leave,5,Federal,0.38,4973,3,3,95428.23242464356,7,22,Yes,3,Full-time,8.735825132549305,Active,3,0,0.0021997963015293236
2024,12,28179,Cassidy Bailey,Male,2022-07-01,No Exit,Assistant Department Head,Doctoral Candidate,43,1981-04-25,E10,Yes,1,Yes,24,No,Yes,2,37,0,Parental Leave,2,Federal,0.74,0,3,1,74947.01354858496,1,22,Yes,1,Full-time,10.0,Active,2,0,0.0021997963015293236
2024,12,51421,James Livingston,Female,2022-07-01,No Exit,Office Manager,Vocational Training,45,1979-05-08,E8,Yes,3,Yes,22,No,Yes,1,29,0,,3,Office,0.23,0,0,3,111060.89892515488,3,22,Yes,3,Part-time,10.0,Active,2,0,0.0021997963015293236
2024,12,41220,Jeffrey Evans,Male,2022-07-01,No Exit,Specialist,Doctoral Candidate,56,1968-08-11,E6,Yes,2,Yes,11,No,Yes,0,13,0,,1,Office,0.57,3828,0,8,53729.737325475966,8,19,No,3,Full-time,10.0,Active,2,0,0.0021997963015293236
2024,12,56338,Lauren Thompson,Female,2024-11-01,No Exit,Headquarters Manager,Master Degree,54,1970-05-07,E10,Yes,1,No,13,Yes,No,2,18,0,Parental Leave,5,Office,0.72,0,1,3,84724.22692118736,2,22,Yes,1,Homeoffice,10.0,Active,0,0,0.0021997963015293236
2024,12,51443,Christine Dillon,Male,2024-05-01,No Exit,Office Manager,Bachelor Degree,58,1966-02-09,E8,Yes,0,Yes,9,No,Yes,2,30,13,Illness,3,Headquarters,0.08,0,0,3,97559.7349959855,9,6,Yes,2,Part-time,6.394702593516157,Active,0,0,0.0021997963015293236
2024,12,94976,Jason Smith,Female,2024-05-01,No Exit,Headquarters Manager,Vocational Training,49,1975-10-14,E10,Yes,3,No,18,No,Yes,0,35,16,Illness,1,Headquarters,0.91,0,1,0,87465.59190057588,2,5,No,2,Full-time,5.309662543724812,Active,0,0,0.0021997963015293236
2024,12,77061,Lisa Campbell,Male,2024-05-01,No Exit,Specialist,Vocational Training,40,1984-04-18,E6,Yes,5,Yes,27,No,Yes,2,11,0,Illness with rehab,1,Office,0.29,1699,0,3,44769.831460120295,8,12,No,2,Homeoffice,6.508871449611561,Active,0,0,0.0021997963015293236
2024,12,91165,Jeffrey Taylor,Male,2024-05-01,No Exit,Office Manager,Vocational Training,34,1989-12-13,E8,Yes,2,Yes,33,Yes,Yes,0,30,5,Illness,2,Headquarters,0.55,4868,0,2,99757.84575294964,6,11,Yes,4,Full-time,10.0,Active,0,0,0.0021997963015293236
2024,12,27132,Kelly Woods,Male,2024-05-01,No Exit,Specialist,Master Degree,64,1960-03-28,E6,Yes,1,Yes,3,Yes,Yes,0,18,0,Sabbatical,5,Office,0.22,884,0,1,46146.315192915776,2,25,Yes,2,Part-time,10.0,Active,0,0,0.0021997963015293236
2024,12,96095,Benjamin Chavez,Male,2024-11-01,No Exit,Office Manager,Master Degree,37,1987-02-21,E8,Yes,3,No,30,No,Yes,2,25,5,Illness,1,Office,0.05,0,0,9,91551.53331748556,7,18,Yes,4,Full-time,10.0,Active,0,0,0.0021997963015293236
2024,12,34620,Jamie Galloway,Female,2024-11-01,No Exit,Specialist,Vocational Training,57,1967-10-04,E6,No,4,Yes,10,No,Yes,2,16,0,Parental Leave,1,Headquarters,0.89,0,0,3,70113.61412883746,7,17,Yes,4,Homeoffice,9.39434496976795,Active,0,0,0.0021997963015293236
2024,12,25306,Paige Case,Male,2023-10-01,No Exit,Specialist,Master Degree,26,1998-06-03,E6,Yes,4,No,41,Yes,Yes,2,20,0,none,2,Office,0.6,4411,0,1,53597.82103351302,2,20,Yes,2,Part-time,10.0,Active,1,0,0.0021997963015293236
2024,12,17837,Thomas Morrison,Female,2024-11-01,No Exit,Specialist,Master Degree,54,1969-12-07,E6,No,1,Yes,13,No,Yes,1,8,0,none,3,Office,0.19,0,0,7,58020.48488489592,5,23,No,2,Full-time,10.0,Active,0,0,0.0021997963015293236
2024,12,56361,Morgan Grimes,Female,2024-11-01,No Exit,Specialist,Master Degree,28,1996-03-21,E6,Yes,4,No,39,No,Yes,2,18,0,none,3,Office,0.84,1546,0,5,69083.35094181665,5,12,Yes,1,Part-time,10.0,Active,0,0,0.0021997963015293236
2024,12,62536,Jose Mckinney,Female,2024-11-01,No Exit,Assistant Department Head,Bachelor Degree,37,1987-01-24,E10,Yes,1,No,30,No,No,1,37,2,Illness,5,Office,0.47,2386,3,7,121617.01967034076,4,24,Yes,1,Part-time,10.0,Active,0,0,0.0021997963015293236
2024,12,54392,Eric Wright,Male,2024-11-01,No Exit,Department Head,Master Degree,50,1974-11-08,E12,Yes,1,Yes,17,Yes,No,0,28,0,Parental Leave,2,Federal,0.97,2207,2,9,107483.7291860256,5,14,No,1,Full-time,8.876145951558225,Active,0,0,0.0021997963015293236
2024,12,44861,Stephanie Li,Female,2024-11-01,No Exit,Headquarters Manager,Vocational Training,44,1980-04-24,E10,Yes,5,No,23,No,Yes,1,33,0,Parental Leave,4,Office,0.6,2669,1,3,108399.2094127318,8,16,Yes,1,Full-time,10.0,Active,0,0,0.0021997963015293236
2024,12,80107,Curtis Rice,Male,2024-11-01,No Exit,Specialist,Doctoral Candidate,43,1981-08-21,E6,No,0,No,24,No,Yes,2,23,0,none,2,Office,0.58,225,0,2,51754.1922883224,2,24,No,1,Homeoffice,10.0,Active,0,0,0.0021997963015293236
2024,12,64501,Lisa Potter,Male,2023-10-01,No Exit,Assistant Department Head,Doctoral Candidate,59,1965-01-18,E10,Yes,0,Yes,8,No,Yes,1,34,0,Illness with rehab,3,Office,0.76,0,3,6,85854.79263356498,4,12,Yes,1,Part-time,10.0,Active,1,0,0.0021997963015293236
2024,12,74591,Mark Hughes,Male,2023-10-01,No Exit,Specialist,Master Degree,35,1989-08-06,E6,Yes,3,Yes,32,Yes,Yes,0,17,0,Parental Leave,1,Office,0.04,0,0,4,61442.10821278831,9,21,No,1,Full-time,10.0,Active,1,0,0.0021997963015293236
2024,12,86434,Richard Murray,Male,2023-01-01,No Exit,Assistant Department Head,Doctoral Candidate,45,1979-07-26,E10,Yes,0,Yes,22,No,Yes,2,44,0,Sabbatical,3,Federal,0.24,2978,3,7,87301.1999008752,2,17,Yes,2,Full-time,8.687505041098122,Active,1,0,0.0021997963015293236
2024,12,56064,Tammy Daniel,Female,2023-01-01,No Exit,Specialist,Doctoral Candidate,42,1982-05-06,E6,Yes,2,Yes,25,No,Yes,0,19,0,Parental Leave,2,Headquarters,0.44,3348,0,3,50211.25615204181,0,25,Yes,1,Homeoffice,10.0,Active,1,0,0.0021997963015293236
2024,12,71039,Eric Shaffer,Male,2023-01-01,No Exit,Headquarters Manager,Master Degree,46,1978-04-02,E10,Yes,0,No,21,No,Yes,1,32,5,Illness,5,Office,0.75,0,1,3,107538.70415359006,1,19,No,2,Full-time,10.0,Active,1,0,0.0021997963015293236
2024,12,31989,Cynthia Newman,Female,2023-01-01,No Exit,Headquarters Manager,Doctoral Candidate,58,1966-08-12,E10,Yes,0,Yes,9,No,Yes,2,25,10,Illness,5,Office,0.51,4648,1,0,103283.91650456672,10,9,No,2,Full-time,10.0,Active,1,0,0.0021997963015293236
2024,12,12070,Veronica Simmons,Male,2023-01-01,No Exit,Specialist,Bachelor Degree,41,1983-03-27,E6,Yes,1,Yes,26,Yes,Yes,1,10,0,,4,Office,0.77,0,0,4,59211.39796048723,7,16,No,1,Homeoffice,7.164660078509902,Active,1,0,0.0021997963015293236
2024,12,71835,Karen Alvarez,Female,2023-01-01,No Exit,Department Head,Vocational Training,31,1992-12-26,E12,Yes,0,Yes,36,Yes,Yes,1,35,0,Illness with rehab,5,Office,0.34,4768,2,9,112159.04980045004,7,17,No,1,Homeoffice,5.560075353696805,Active,1,0,0.0021997963015293236
2024,12,89094,Arthur White,Female,2023-08-03,No Exit,Office Clerk,Doctoral Candidate,26,1998-08-09,E5,Yes,3,Yes,41,Yes,Yes,1,15,0,none,3,Office,0.95,4054,0,6,103025.21457204803,5,6,Yes,4,Homeoffice,10.0,Active,1,0,0.0021997963015293236
2024,12,67970,Eric Murphy,Male,2023-01-01,No Exit,Office Clerk,Bachelor Degree,30,1994-05-05,E5,Yes,4,Yes,37,No,Yes,0,18,0,none,4,Office,0.33,0,0,6,75816.18035127103,7,11,Yes,2,Part-time,10.0,Active,1,0,0.0021997963015293236
2024,12,73517,Ashley Coleman,Female,2023-01-01,No Exit,Headquarters Manager,Doctoral Candidate,55,1969-08-25,E10,Yes,1,No,12,No,Yes,2,33,5,Illness,2,Office,0.38,3329,1,3,79081.89161203755,4,15,Yes,1,Homeoffice,10.0,Active,1,0,0.0021997963015293236
2024,12,92198,Jennifer Norman,Female,2023-10-01,No Exit,Department Head,Bachelor Degree,52,1972-02-18,E12,Yes,3,Yes,15,Yes,Yes,0,41,0,,4,Headquarters,1.0,2144,2,3,93437.0456716467,7,20,No,3,Homeoffice,10.0,Active,1,0,0.0021997963015293236
2024,12,22500,Eduardo Booth,Male,2023-11-30,No Exit,Office Clerk,Vocational Training,25,1998-12-06,E5,Yes,0,Yes,42,Yes,Yes,0,15,0,Parental Leave,1,Federal,0.59,3904,0,0,98233.80070002734,1,15,Yes,4,Full-time,6.386095151885843,Active,1,0,0.0021997963015293236
2024,12,51750,Kelsey Smith,Female,2023-10-01,No Exit,Office Manager,Bachelor Degree,45,1979-04-04,E8,Yes,1,Yes,22,Yes,Yes,1,25,2,Illness,1,Office,0.48,0,0,8,65274.5237002714,6,11,Yes,4,Part-time,10.0,Active,1,0,0.0021997963015293236
2024,12,48773,Kathleen Garcia,Male,2023-10-01,No Exit,Department Head,Vocational Training,56,1968-05-09,E12,Yes,0,Yes,11,Yes,Yes,2,27,0,Parental Leave,1,Headquarters,0.53,2916,2,4,98568.85024002843,2,8,No,3,Part-time,6.68335309502954,Active,1,0,0.0021997963015293236
2024,12,88349,Mrs. Amy Hale,Male,2023-10-01,No Exit,Department Head,Vocational Training,40,1984-08-18,E12,Yes,1,Yes,27,No,Yes,1,39,5,Illness,5,Headquarters,0.5,0,2,7,60491.62600162723,3,10,Yes,1,Homeoffice,10.0,Active,1,0,0.0021997963015293236
2024,12,35041,Jeremy Clayton,Female,2023-10-01,No Exit,Assistant Department Head,Doctoral Candidate,51,1973-08-07,E10,Yes,1,Yes,16,No,Yes,2,44,2,Illness,3,Headquarters,0.48,1077,3,9,92830.83678632244,7,15,No,3,Part-time,10.0,Active,1,0,0.0021997963015293236
2024,12,15117,Donald Mays,Male,2023-10-01,No Exit,Assistant Department Head,Bachelor Degree,40,1984-07-21,E10,Yes,4,No,27,No,Yes,0,39,0,Parental Leave,1,Headquarters,0.02,0,3,4,61712.41076671822,1,15,No,2,Full-time,5.484830753777397,Active,1,0,0.0021997963015293236
2024,12,99057,Christina Moon,Male,2020-01-01,No Exit,Headquarters Manager,Bachelor Degree,57,1967-11-17,E10,Yes,4,Yes,10,No,Yes,2,36,0,Illness with rehab,4,Office,0.9,1615,1,7,91739.1107691535,7,21,Yes,1,Full-time,5.149226692693922,Active,4,0,0.0021997963015293236
2024,12,92697,Alison Zuniga,Female,2020-01-01,No Exit,Office Clerk,Doctoral Candidate,36,1988-08-07,E5,Yes,5,Yes,31,No,Yes,0,20,0,none,3,Headquarters,0.35,0,0,1,71638.73617006275,9,21,No,4,Homeoffice,10.0,Active,4,0,0.0021997963015293236
2024,12,15140,Brittany Matthews,Male,2013-03-01,No Exit,Headquarters Manager,Master Degree,55,1969-04-14,E10,Yes,3,Yes,12,No,Yes,1,28,0,Parental Leave,2,Office,0.63,3474,1,9,103511.9251101038,3,24,Yes,1,Full-time,9.2452419330959,Active,11,0,0.0021997963015293236
2024,12,42446,Tara Jones,Male,2020-01-01,No Exit,Specialist,Master Degree,61,1963-03-15,E6,Yes,1,Yes,6,No,Yes,0,24,5,Illness,3,Office,0.04,0,0,5,55988.59157305812,7,23,No,2,Homeoffice,10.0,Active,4,0,0.0021997963015293236
2024,12,34634,Laura Kelley,Female,2015-03-01,No Exit,Office Clerk,Doctoral Candidate,40,1984-08-14,E5,Yes,1,No,27,No,Yes,1,10,0,none,2,Office,0.93,0,0,9,84602.50725115775,1,5,No,2,Homeoffice,10.0,Active,9,0,0.0021997963015293236
2024,12,83870,Susan Gregory,Male,2016-02-01,No Exit,Assistant Department Head,Bachelor Degree,50,1974-08-12,E10,Yes,1,No,17,Yes,Yes,2,44,0,Parental Leave,2,Headquarters,0.87,2636,3,3,102416.22084119012,6,12,No,1,Homeoffice,7.1923686093057455,Active,8,0,0.0021997963015293236
2024,12,22910,Carlos Adams,Male,2016-02-01,No Exit,Department Head,Vocational Training,41,1983-06-21,E12,Yes,0,No,26,No,Yes,1,36,0,Parental Leave,1,Office,0.89,782,2,2,96880.17026076722,0,13,Yes,2,Part-time,10.0,Active,8,0,0.0021997963015293236
2024,12,96562,Dwayne Joseph,Female,2016-02-01,No Exit,Office Clerk,Master Degree,56,1968-05-12,E5,Yes,4,Yes,11,Yes,Yes,2,21,2,Illness,5,Headquarters,0.22,3707,0,0,118406.19004414292,8,6,Yes,2,Part-time,10.0,Active,8,0,0.0021997963015293236
2024,12,41333,James Spears,Female,2016-02-01,No Exit,Assistant Department Head,Master Degree,49,1975-04-23,E10,Yes,2,No,18,Yes,Yes,0,40,0,Parental Leave,3,Office,0.78,494,3,10,84872.11596111844,7,5,No,4,Full-time,10.0,Active,8,0,0.0021997963015293236
2024,12,16159,Jim Rodriguez,Male,2016-07-01,No Exit,Assistant Department Head,Master Degree,57,1967-09-24,E10,Yes,5,No,10,No,Yes,1,39,0,Parental Leave,5,Office,0.83,977,3,5,86422.93153009497,6,6,No,1,Full-time,10.0,Active,8,0,0.0021997963015293236
2024,12,52371,Elizabeth Marks,Male,2016-07-01,No Exit,Office Clerk,Doctoral Candidate,56,1968-11-11,E5,Yes,0,No,11,Yes,Yes,1,17,2,Illness,3,Office,0.36,3222,0,8,103481.35355063142,9,19,No,1,Part-time,10.0,Active,8,0,0.0021997963015293236
2024,12,14794,Jeffrey Joyce,Female,2016-07-01,No Exit,Assistant Department Head,Master Degree,39,1985-02-16,E10,Yes,0,Yes,28,No,Yes,1,33,2,Illness,2,Office,0.33,0,3,2,95306.21222393234,4,24,Yes,2,Part-time,10.0,Active,8,0,0.0021997963015293236
2024,12,56252,Sean Wagner,Male,2016-07-01,No Exit,Office Manager,Doctoral Candidate,47,1977-03-08,E8,Yes,0,Yes,20,Yes,Yes,1,20,0,Sabbatical,1,Office,0.75,0,0,9,84985.89813166345,2,19,No,3,Part-time,6.655456072316802,Active,8,0,0.0021997963015293236
2024,12,58222,Todd Lutz,Female,2016-07-01,No Exit,Assistant Department Head,Master Degree,55,1968-12-03,E10,Yes,1,Yes,12,Yes,Yes,1,45,6,Illness,4,Office,0.22,0,3,4,72212.27445622829,9,19,Yes,4,Full-time,9.137877419005305,Active,8,0,0.0021997963015293236
2024,12,55506,Ryan Walker,Female,2016-07-01,No Exit,Office Clerk,Master Degree,45,1978-12-27,E5,Yes,4,Yes,22,Yes,Yes,1,29,0,Sabbatical,1,Headquarters,0.91,0,0,3,116128.95580739553,0,6,No,3,Part-time,6.728315094606415,Active,8,0,0.0021997963015293236
2024,12,45891,Nicholas Gomez,Male,2016-07-01,No Exit,Assistant Department Head,Doctoral Candidate,55,1968-12-19,E10,Yes,0,No,12,No,Yes,2,42,0,Parental Leave,1,Office,0.2,0,3,10,81349.63933475218,6,8,No,1,Full-time,10.0,Active,8,0,0.0021997963015293236
2024,12,90150,Travis Schmidt,Male,2016-07-01,No Exit,Specialist,Master Degree,41,1983-02-08,E6,Yes,5,Yes,26,No,Yes,0,27,0,none,1,Office,0.57,3506,0,0,50343.85110829249,2,23,Yes,4,Part-time,10.0,Active,8,0,0.0021997963015293236
2024,12,28720,Lisa Bridges,Male,2016-07-01,No Exit,Department Head,Bachelor Degree,57,1967-08-11,E12,Yes,5,Yes,10,No,Yes,0,32,0,,1,Federal,0.33,0,2,0,110475.30426722777,2,25,Yes,4,Homeoffice,10.0,Active,8,0,0.0021997963015293236
2024,12,70483,Brittany Dunlap,Female,2016-07-01,No Exit,Office Clerk,Bachelor Degree,33,1991-02-03,E5,Yes,2,No,34,No,Yes,0,17,0,none,4,Headquarters,0.89,4212,0,9,70165.70695422286,4,5,No,1,Part-time,9.445817379266398,Active,8,0,0.0021997963015293236
2024,12,45851,Amanda Barber,Male,2015-03-01,No Exit,Office Manager,Bachelor Degree,57,1967-08-14,E8,Yes,2,Yes,10,Yes,Yes,1,27,10,Illness,2,Office,0.98,4755,0,5,94071.5590703424,5,6,Yes,4,Full-time,10.0,Active,9,0,0.0021997963015293236
2024,12,31778,Priscilla Romero,Female,2015-03-01,No Exit,Specialist,Vocational Training,55,1969-10-28,E6,Yes,4,No,12,Yes,Yes,0,29,0,none,3,Office,0.03,2702,0,7,49685.324451467975,0,5,Yes,4,Full-time,10.0,Active,9,0,0.0021997963015293236
2024,12,98053,Lee Morton,Female,2015-03-01,No Exit,Assistant Department Head,Bachelor Degree,50,1974-09-20,E10,Yes,0,Yes,17,Yes,Yes,2,39,5,Illness,4,Office,0.67,0,3,2,76057.45614411164,9,7,Yes,3,Full-time,10.0,Active,9,0,0.0021997963015293236
2024,12,26418,Brent Wong,Male,2014-03-01,No Exit,Headquarters Manager,Vocational Training,47,1976-12-24,E10,Yes,3,No,20,Yes,Yes,2,23,0,,4,Office,0.78,463,1,2,75746.12548431664,4,24,Yes,1,Full-time,10.0,Active,10,0,0.0021997963015293236
2024,12,89321,Shawna Palmer,Female,2014-03-01,No Exit,Office Manager,Master Degree,48,1976-01-11,E8,Yes,5,No,19,No,Yes,1,20,0,Parental Leave,5,Office,0.23,57,0,7,68267.54610467175,6,22,No,3,Part-time,10.0,Active,10,0,0.0021997963015293236
2024,12,97215,Eric Kane,Male,2014-03-01,No Exit,Office Clerk,Doctoral Candidate,48,1976-11-19,E5,Yes,3,No,19,No,Yes,1,14,2,Illness,2,Office,0.98,4542,0,7,81202.75968956482,1,20,Yes,2,Part-time,6.974789810060177,Active,10,0,0.0021997963015293236
2024,12,81458,Bridget Walter,Female,2014-03-01,No Exit,Office Clerk,Vocational Training,39,1985-09-25,E5,Yes,5,No,28,No,Yes,2,9,0,none,2,Headquarters,0.55,2260,0,4,117057.49720363627,8,21,Yes,1,Part-time,10.0,Active,10,0,0.0021997963015293236
2024,12,20825,Cynthia Shannon,Male,2014-03-01,No Exit,Assistant Department Head,Vocational Training,40,1983-12-23,E10,Yes,1,No,27,No,Yes,0,39,16,Illness,3,Office,0.21,0,3,10,120076.56313344736,9,6,Yes,2,Homeoffice,5.390605041098121,Active,10,0,0.0021997963015293236
2024,12,17894,Curtis Williams,Female,2010-01-01,No Exit,Specialist,Vocational Training,59,1965-05-18,E6,Yes,4,Yes,8,Yes,Yes,0,10,0,Parental Leave,5,Federal,0.43,0,0,Promotion,48137.81419756738,7,6,Yes,Senior Level,Part-time,10.0,Active,14,0,0.0021997963015293236
2024,12,35531,Jeffrey Hernandez,Male,2014-03-01,No Exit,Assistant Department Head,Bachelor Degree,41,1983-10-27,E10,Yes,3,Yes,26,Yes,Yes,1,37,0,Parental Leave,1,Office,0.97,4998,3,6,72363.82293867014,2,24,Yes,2,Part-time,7.485184647488705,Active,10,0,0.0021997963015293236
2024,12,55049,Nathan Burke,Male,2015-03-01,No Exit,Headquarters Manager,Bachelor Degree,58,1966-10-04,E10,Yes,4,No,9,No,Yes,2,25,0,Parental Leave,1,Office,0.19,1056,1,4,107748.33592955171,6,9,No,1,Part-time,9.369311983348272,Active,9,0,0.0021997963015293236
2024,12,73537,Timothy Buck,Female,2015-03-01,No Exit,Headquarters Manager,Doctoral Candidate,46,1978-08-02,E10,Yes,1,No,21,No,Yes,2,27,5,Illness,2,Office,0.36,1182,1,4,83958.8182756696,1,8,Yes,4,Full-time,10.0,Active,9,0,0.0021997963015293236
2024,12,24000,Billy Wallace,Female,2015-03-01,No Exit,Headquarters Manager,Vocational Training,57,1966-12-09,E10,Yes,3,No,10,No,Yes,0,27,10,Illness,4,Office,0.34,0,1,3,68456.529540705,2,10,Yes,1,Full-time,10.0,Active,9,0,0.0021997963015293236
2024,12,61491,Cynthia Nguyen,Male,2015-03-01,No Exit,Office Clerk,Vocational Training,36,1988-08-28,E5,Yes,2,Yes,31,Yes,Yes,2,10,6,Illness,1,Office,0.15,0,0,10,77144.69812193577,0,19,No,1,Homeoffice,6.482795259823734,Active,9,0,0.0021997963015293236
2024,12,36049,Rodney Perry,Male,2015-03-01,No Exit,Department Head,Vocational Training,57,1967-05-02,E12,Yes,3,No,10,Yes,Yes,1,36,0,Sabbatical,2,Headquarters,0.27,4386,2,7,89708.70783642255,5,7,No,1,Part-time,10.0,Active,9,0,0.0021997963015293236
2024,12,45085,Richard Rogers,Female,2015-03-01,No Exit,Department Head,Vocational Training,43,1981-05-12,E12,Yes,0,No,24,Yes,Yes,1,33,5,Illness,3,Office,0.86,0,2,4,110667.0282734674,6,20,Yes,2,Full-time,10.0,Active,9,0,0.0021997963015293236
2024,12,58780,Matthew Ruiz,Male,2015-03-01,No Exit,Assistant Department Head,Master Degree,44,1980-11-21,E10,Yes,0,No,23,No,Yes,2,48,2,Illness,1,Office,0.92,2265,3,2,83373.74551381964,1,19,Yes,3,Part-time,10.0,Active,9,0,0.0021997963015293236
2024,12,98606,Lisa Martin,Female,2015-03-01,No Exit,Department Head,Bachelor Degree,47,1977-10-21,E12,Yes,5,Yes,20,No,Yes,1,40,0,Parental Leave,4,Headquarters,0.18,0,2,9,103449.84785103145,5,13,Yes,1,Full-time,10.0,Active,9,0,0.0021997963015293236
2024,12,33995,Shannon Ramirez,Female,2016-07-01,No Exit,Office Manager,Master Degree,50,1974-03-02,E8,Yes,4,No,17,No,Yes,0,12,0,Parental Leave,1,Headquarters,0.52,3882,0,7,96756.70647276414,7,23,No,4,Part-time,10.0,Active,8,0,0.0021997963015293236
2024,12,60276,Chad Hurley,Male,2016-07-01,No Exit,Office Clerk,Bachelor Degree,36,1988-09-03,E5,Yes,4,No,31,Yes,Yes,1,14,0,none,2,Office,0.33,0,0,3,122040.36390823044,2,7,No,1,Homeoffice,10.0,Active,8,0,0.0021997963015293236
2024,12,65730,Larry Lloyd,Female,2017-04-01,No Exit,Assistant Department Head,Vocational Training,38,1986-03-20,E10,Yes,3,No,29,No,Yes,0,44,0,Sabbatical,1,Office,0.77,0,3,4,80970.08970086585,5,11,No,2,Part-time,6.094681870972803,Active,7,0,0.0021997963015293236
2024,12,25120,Richard Goodman,Male,2019-07-01,No Exit,Office Clerk,Bachelor Degree,34,1990-05-02,E5,Yes,1,Yes,33,No,Yes,1,12,0,none,4,Office,0.04,3765,0,7,116961.38990960506,7,25,No,3,Part-time,10.0,Active,5,0,0.0021997963015293236
2024,12,91016,Robert Gonzalez,Male,2019-01-01,No Exit,Headquarters Manager,Bachelor Degree,46,1978-10-27,E10,Yes,2,Yes,21,Yes,Yes,2,22,0,Parental Leave,2,Federal,0.93,2627,1,1,103617.4370591351,5,16,Yes,4,Full-time,8.273366933095899,Active,5,0,0.0021997963015293236
2024,12,61010,Andrea Garcia,Female,2019-01-01,No Exit,Assistant Department Head,Doctoral Candidate,35,1989-04-28,E10,Yes,0,No,32,No,Yes,1,40,0,Sabbatical,1,Office,0.54,2561,3,9,82262.57183018222,3,7,No,4,Part-time,8.52291176185786,Active,5,0,0.0021997963015293236
